# step       rmse_trn   rmse_lc_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1742600      1.49e-01      4.71e-03    4.5e-08
1742700      1.47e-01      4.65e-03    4.5e-08
1742800      1.21e-01      3.82e-03    4.5e-08
1742900      1.15e-01      3.63e-03    4.5e-08
1743000      1.23e-01      3.88e-03    4.5e-08
1743100      1.14e-01      3.59e-03    4.5e-08
1743200      1.41e-01      4.46e-03    4.5e-08
1743300      1.05e-01      3.31e-03    4.5e-08
1743400      1.21e-01      3.84e-03    4.5e-08
1743500      1.18e-01      3.75e-03    4.5e-08
1743600      1.49e-01      4.72e-03    4.5e-08
1743700      1.39e-01      4.39e-03    4.5e-08
1743800      1.44e-01      4.56e-03    4.5e-08
1743900      1.03e-01      3.25e-03    4.5e-08
1744000      1.28e-01      4.06e-03    4.5e-08
1744100      1.31e-01      4.13e-03    4.5e-08
1744200      1.29e-01      4.09e-03    4.5e-08
1744300      1.51e-01      4.77e-03    4.5e-08
1744400      1.46e-01      4.60e-03    4.5e-08
1744500      1.28e-01      4.06e-03    4.5e-08
1744600      1.24e-01      3.92e-03    4.5e-08
1744700      1.14e-01      3.61e-03    4.5e-08
1744800      1.54e-01      4.85e-03    4.5e-08
1744900      1.42e-01      4.50e-03    4.5e-08
1745000      1.09e-01      3.45e-03    4.3e-08
1745100      1.06e-01      3.36e-03    4.3e-08
1745200      1.19e-01      3.75e-03    4.3e-08
1745300      1.43e-01      4.51e-03    4.3e-08
1745400      1.45e-01      4.58e-03    4.3e-08
1745500      1.31e-01      4.16e-03    4.3e-08
1745600      1.33e-01      4.21e-03    4.3e-08
1745700      1.09e-01      3.45e-03    4.3e-08
1745800      1.51e-01      4.76e-03    4.3e-08
1745900      1.11e-01      3.52e-03    4.3e-08
1746000      1.29e-01      4.08e-03    4.3e-08
1746100      1.42e-01      4.48e-03    4.3e-08
1746200      1.44e-01      4.56e-03    4.3e-08
1746300      1.10e-01      3.48e-03    4.3e-08
1746400      1.45e-01      4.59e-03    4.3e-08
1746500      1.24e-01      3.93e-03    4.3e-08
1746600      1.41e-01      4.46e-03    4.3e-08
1746700      1.47e-01      4.63e-03    4.3e-08
1746800      1.13e-01      3.56e-03    4.3e-08
1746900      1.49e-01      4.71e-03    4.3e-08
1747000      1.42e-01      4.48e-03    4.3e-08
1747100      1.23e-01      3.88e-03    4.3e-08
1747200      1.21e-01      3.83e-03    4.3e-08
1747300      1.29e-01      4.09e-03    4.3e-08
1747400      1.26e-01      3.98e-03    4.3e-08
1747500      1.14e-01      3.62e-03    4.3e-08
1747600      1.24e-01      3.91e-03    4.3e-08
1747700      1.45e-01      4.60e-03    4.3e-08
1747800      1.04e-01      3.28e-03    4.3e-08
1747900      1.22e-01      3.86e-03    4.3e-08
1748000      1.41e-01      4.44e-03    4.3e-08
1748100      1.49e-01      4.72e-03    4.3e-08
1748200      1.38e-01      4.36e-03    4.3e-08
1748300      1.34e-01      4.24e-03    4.3e-08
1748400      1.36e-01      4.29e-03    4.3e-08
1748500      1.21e-01      3.82e-03    4.3e-08
1748600      1.50e-01      4.76e-03    4.3e-08
1748700      1.28e-01      4.04e-03    4.3e-08
1748800      1.14e-01      3.62e-03    4.3e-08
1748900      1.21e-01      3.83e-03    4.3e-08
1749000      1.32e-01      4.19e-03    4.3e-08
1749100      1.45e-01      4.58e-03    4.3e-08
1749200      1.09e-01      3.45e-03    4.3e-08
1749300      1.43e-01      4.51e-03    4.3e-08
1749400      1.21e-01      3.83e-03    4.3e-08
1749500      1.25e-01      3.94e-03    4.3e-08
1749600      1.37e-01      4.33e-03    4.3e-08
1749700      9.84e-02      3.11e-03    4.3e-08
1749800      1.15e-01      3.65e-03    4.3e-08
1749900      1.25e-01      3.97e-03    4.3e-08
1750000      1.23e-01      3.90e-03    4.2e-08
1750100      1.42e-01      4.49e-03    4.2e-08
1750200      1.56e-01      4.94e-03    4.2e-08
1750300      1.26e-01      3.98e-03    4.2e-08
1750400      1.55e-01      4.92e-03    4.2e-08
1750500      1.10e-01      3.46e-03    4.2e-08
1750600      1.30e-01      4.10e-03    4.2e-08
1750700      1.28e-01      4.06e-03    4.2e-08
1750800      1.27e-01      4.03e-03    4.2e-08
1750900      1.29e-01      4.07e-03    4.2e-08
1751000      1.15e-01      3.63e-03    4.2e-08
1751100      1.43e-01      4.52e-03    4.2e-08
1751200      1.27e-01      4.02e-03    4.2e-08
1751300      1.30e-01      4.12e-03    4.2e-08
1751400      1.11e-01      3.50e-03    4.2e-08
1751500      1.20e-01      3.78e-03    4.2e-08
1751600      1.45e-01      4.57e-03    4.2e-08
1751700      1.00e-01      3.17e-03    4.2e-08
1751800      1.27e-01      4.01e-03    4.2e-08
1751900      1.38e-01      4.38e-03    4.2e-08
1752000      1.36e-01      4.31e-03    4.2e-08
1752100      1.34e-01      4.25e-03    4.2e-08
1752200      1.37e-01      4.34e-03    4.2e-08
1752300      1.32e-01      4.17e-03    4.2e-08
1752400      1.06e-01      3.36e-03    4.2e-08
1752500      1.51e-01      4.79e-03    4.2e-08
1752600      1.20e-01      3.79e-03    4.2e-08
1752700      1.24e-01      3.92e-03    4.2e-08
1752800      1.36e-01      4.31e-03    4.2e-08
1752900      1.19e-01      3.76e-03    4.2e-08
1753000      1.10e-01      3.48e-03    4.2e-08
1753100      1.07e-01      3.39e-03    4.2e-08
1753200      1.34e-01      4.23e-03    4.2e-08
1753300      1.42e-01      4.48e-03    4.2e-08
1753400      1.09e-01      3.44e-03    4.2e-08
1753500      1.37e-01      4.33e-03    4.2e-08
1753600      1.31e-01      4.14e-03    4.2e-08
1753700      1.41e-01      4.47e-03    4.2e-08
1753800      1.06e-01      3.34e-03    4.2e-08
1753900      1.35e-01      4.28e-03    4.2e-08
1754000      1.38e-01      4.37e-03    4.2e-08
1754100      9.82e-02      3.11e-03    4.2e-08
1754200      1.52e-01      4.79e-03    4.2e-08
1754300      1.39e-01      4.40e-03    4.2e-08
1754400      1.33e-01      4.21e-03    4.2e-08
1754500      1.18e-01      3.73e-03    4.2e-08
1754600      1.43e-01      4.52e-03    4.2e-08
1754700      1.35e-01      4.27e-03    4.2e-08
1754800      1.42e-01      4.48e-03    4.2e-08
1754900      1.16e-01      3.66e-03    4.2e-08
1755000      1.46e-01      4.62e-03    4.1e-08
1755100      1.60e-01      5.06e-03    4.1e-08
1755200      1.39e-01      4.39e-03    4.1e-08
1755300      1.23e-01      3.89e-03    4.1e-08
1755400      1.33e-01      4.19e-03    4.1e-08
1755500      1.02e-01      3.21e-03    4.1e-08
1755600      1.40e-01      4.44e-03    4.1e-08
1755700      1.20e-01      3.79e-03    4.1e-08
1755800      1.50e-01      4.74e-03    4.1e-08
1755900      1.35e-01      4.27e-03    4.1e-08
1756000      1.37e-01      4.32e-03    4.1e-08
1756100      1.09e-01      3.45e-03    4.1e-08
1756200      1.01e-01      3.21e-03    4.1e-08
1756300      1.16e-01      3.68e-03    4.1e-08
1756400      1.19e-01      3.78e-03    4.1e-08
1756500      1.23e-01      3.88e-03    4.1e-08
1756600      1.34e-01      4.22e-03    4.1e-08
1756700      1.09e-01      3.46e-03    4.1e-08
1756800      1.11e-01      3.53e-03    4.1e-08
1756900      1.49e-01      4.71e-03    4.1e-08
1757000      1.18e-01      3.73e-03    4.1e-08
1757100      1.21e-01      3.82e-03    4.1e-08
1757200      1.19e-01      3.77e-03    4.1e-08
1757300      1.44e-01      4.56e-03    4.1e-08
1757400      1.56e-01      4.94e-03    4.1e-08
1757500      1.38e-01      4.37e-03    4.1e-08
1757600      1.49e-01      4.70e-03    4.1e-08
1757700      9.87e-02      3.12e-03    4.1e-08
1757800      1.18e-01      3.74e-03    4.1e-08
1757900      1.37e-01      4.32e-03    4.1e-08
1758000      1.26e-01      3.99e-03    4.1e-08
1758100      1.20e-01      3.79e-03    4.1e-08
1758200      1.67e-01      5.29e-03    4.1e-08
1758300      1.32e-01      4.16e-03    4.1e-08
1758400      1.35e-01      4.28e-03    4.1e-08
1758500      1.05e-01      3.32e-03    4.1e-08
1758600      1.13e-01      3.58e-03    4.1e-08
1758700      1.42e-01      4.50e-03    4.1e-08
1758800      1.40e-01      4.43e-03    4.1e-08
1758900      1.23e-01      3.89e-03    4.1e-08
1759000      1.01e-01      3.21e-03    4.1e-08
1759100      1.28e-01      4.05e-03    4.1e-08
1759200      1.46e-01      4.63e-03    4.1e-08
1759300      1.26e-01      3.98e-03    4.1e-08
1759400      1.11e-01      3.51e-03    4.1e-08
1759500      1.04e-01      3.29e-03    4.1e-08
1759600      1.40e-01      4.43e-03    4.1e-08
1759700      1.26e-01      3.99e-03    4.1e-08
1759800      1.62e-01      5.11e-03    4.1e-08
1759900      1.24e-01      3.93e-03    4.1e-08
1760000      1.54e-01      4.86e-03    4.0e-08
1760100      1.28e-01      4.06e-03    4.0e-08
1760200      1.20e-01      3.79e-03    4.0e-08
1760300      1.31e-01      4.13e-03    4.0e-08
1760400      1.33e-01      4.21e-03    4.0e-08
1760500      1.61e-01      5.09e-03    4.0e-08
1760600      1.51e-01      4.77e-03    4.0e-08
1760700      9.95e-02      3.15e-03    4.0e-08
1760800      1.26e-01      3.99e-03    4.0e-08
1760900      1.56e-01      4.92e-03    4.0e-08
1761000      1.55e-01      4.89e-03    4.0e-08
1761100      1.20e-01      3.80e-03    4.0e-08
1761200      1.11e-01      3.52e-03    4.0e-08
1761300      1.31e-01      4.16e-03    4.0e-08
1761400      1.47e-01      4.64e-03    4.0e-08
1761500      1.07e-01      3.37e-03    4.0e-08
1761600      1.33e-01      4.20e-03    4.0e-08
1761700      1.28e-01      4.04e-03    4.0e-08
1761800      9.68e-02      3.06e-03    4.0e-08
1761900      1.43e-01      4.53e-03    4.0e-08
1762000      1.46e-01      4.62e-03    4.0e-08
1762100      1.24e-01      3.92e-03    4.0e-08
1762200      1.51e-01      4.79e-03    4.0e-08
1762300      1.49e-01      4.71e-03    4.0e-08
1762400      1.52e-01      4.82e-03    4.0e-08
1762500      1.28e-01      4.06e-03    4.0e-08
1762600      1.51e-01      4.77e-03    4.0e-08
1762700      1.60e-01      5.05e-03    4.0e-08
1762800      1.21e-01      3.84e-03    4.0e-08
1762900      1.32e-01      4.18e-03    4.0e-08
1763000      1.39e-01      4.39e-03    4.0e-08
1763100      1.42e-01      4.48e-03    4.0e-08
1763200      1.45e-01      4.59e-03    4.0e-08
1763300      1.35e-01      4.26e-03    4.0e-08
1763400      1.51e-01      4.78e-03    4.0e-08
1763500      1.43e-01      4.51e-03    4.0e-08
1763600      1.23e-01      3.88e-03    4.0e-08
1763700      1.29e-01      4.09e-03    4.0e-08
1763800      1.53e-01      4.85e-03    4.0e-08
1763900      1.43e-01      4.51e-03    4.0e-08
1764000      1.07e-01      3.37e-03    4.0e-08
1764100      1.63e-01      5.14e-03    4.0e-08
1764200      1.52e-01      4.81e-03    4.0e-08
1764300      1.36e-01      4.30e-03    4.0e-08
1764400      1.45e-01      4.58e-03    4.0e-08
1764500      1.10e-01      3.47e-03    4.0e-08
1764600      1.36e-01      4.30e-03    4.0e-08
1764700      1.44e-01      4.55e-03    4.0e-08
1764800      1.26e-01      3.97e-03    4.0e-08
1764900      1.56e-01      4.93e-03    4.0e-08
1765000      1.38e-01      4.37e-03    3.9e-08
1765100      1.17e-01      3.69e-03    3.9e-08
1765200      1.20e-01      3.80e-03    3.9e-08
1765300      1.23e-01      3.89e-03    3.9e-08
1765400      1.20e-01      3.78e-03    3.9e-08
1765500      1.16e-01      3.68e-03    3.9e-08
1765600      1.26e-01      3.99e-03    3.9e-08
1765700      1.42e-01      4.49e-03    3.9e-08
1765800      1.13e-01      3.56e-03    3.9e-08
1765900      1.31e-01      4.15e-03    3.9e-08
1766000      1.40e-01      4.43e-03    3.9e-08
1766100      1.21e-01      3.83e-03    3.9e-08
1766200      1.53e-01      4.83e-03    3.9e-08
1766300      1.15e-01      3.64e-03    3.9e-08
1766400      1.15e-01      3.65e-03    3.9e-08
1766500      1.19e-01      3.78e-03    3.9e-08
1766600      1.34e-01      4.23e-03    3.9e-08
1766700      1.32e-01      4.19e-03    3.9e-08
1766800      1.30e-01      4.11e-03    3.9e-08
1766900      1.44e-01      4.56e-03    3.9e-08
1767000      1.11e-01      3.52e-03    3.9e-08
1767100      1.22e-01      3.86e-03    3.9e-08
1767200      1.30e-01      4.11e-03    3.9e-08
1767300      1.35e-01      4.26e-03    3.9e-08
1767400      1.39e-01      4.40e-03    3.9e-08
1767500      1.17e-01      3.71e-03    3.9e-08
1767600      1.33e-01      4.21e-03    3.9e-08
1767700      1.05e-01      3.30e-03    3.9e-08
1767800      1.27e-01      4.02e-03    3.9e-08
1767900      1.22e-01      3.87e-03    3.9e-08
1768000      1.44e-01      4.55e-03    3.9e-08
1768100      1.23e-01      3.88e-03    3.9e-08
1768200      1.41e-01      4.46e-03    3.9e-08
1768300      9.58e-02      3.03e-03    3.9e-08
1768400      1.17e-01      3.69e-03    3.9e-08
1768500      1.21e-01      3.81e-03    3.9e-08
1768600      1.53e-01      4.83e-03    3.9e-08
1768700      1.42e-01      4.50e-03    3.9e-08
1768800      1.25e-01      3.95e-03    3.9e-08
1768900      1.34e-01      4.23e-03    3.9e-08
1769000      1.42e-01      4.50e-03    3.9e-08
1769100      1.17e-01      3.71e-03    3.9e-08
1769200      1.32e-01      4.19e-03    3.9e-08
1769300      1.40e-01      4.43e-03    3.9e-08
1769400      1.45e-01      4.60e-03    3.9e-08
1769500      1.02e-01      3.22e-03    3.9e-08
1769600      1.50e-01      4.74e-03    3.9e-08
1769700      1.15e-01      3.65e-03    3.9e-08
1769800      1.04e-01      3.29e-03    3.9e-08
1769900      1.07e-01      3.39e-03    3.9e-08
1770000      1.35e-01      4.26e-03    3.8e-08
1770100      1.17e-01      3.69e-03    3.8e-08
1770200      1.13e-01      3.57e-03    3.8e-08
1770300      1.19e-01      3.76e-03    3.8e-08
1770400      1.37e-01      4.33e-03    3.8e-08
1770500      1.51e-01      4.76e-03    3.8e-08
1770600      1.38e-01      4.37e-03    3.8e-08
1770700      1.45e-01      4.60e-03    3.8e-08
1770800      1.27e-01      4.02e-03    3.8e-08
1770900      1.26e-01      4.00e-03    3.8e-08
1771000      1.45e-01      4.59e-03    3.8e-08
1771100      1.38e-01      4.37e-03    3.8e-08
1771200      1.31e-01      4.14e-03    3.8e-08
1771300      1.44e-01      4.55e-03    3.8e-08
1771400      1.20e-01      3.80e-03    3.8e-08
1771500      1.29e-01      4.07e-03    3.8e-08
1771600      1.09e-01      3.44e-03    3.8e-08
1771700      1.09e-01      3.44e-03    3.8e-08
1771800      1.19e-01      3.76e-03    3.8e-08
1771900      1.28e-01      4.05e-03    3.8e-08
1772000      1.21e-01      3.81e-03    3.8e-08
1772100      1.44e-01      4.57e-03    3.8e-08
1772200      1.36e-01      4.30e-03    3.8e-08
1772300      1.10e-01      3.46e-03    3.8e-08
1772400      1.44e-01      4.55e-03    3.8e-08
1772500      1.31e-01      4.15e-03    3.8e-08
1772600      1.23e-01      3.90e-03    3.8e-08
1772700      1.44e-01      4.57e-03    3.8e-08
1772800      1.02e-01      3.24e-03    3.8e-08
1772900      1.18e-01      3.72e-03    3.8e-08
1773000      9.85e-02      3.12e-03    3.8e-08
1773100      1.04e-01      3.28e-03    3.8e-08
1773200      1.51e-01      4.79e-03    3.8e-08
1773300      1.41e-01      4.47e-03    3.8e-08
1773400      1.14e-01      3.59e-03    3.8e-08
1773500      1.26e-01      4.00e-03    3.8e-08
1773600      1.19e-01      3.77e-03    3.8e-08
1773700      1.33e-01      4.20e-03    3.8e-08
1773800      1.27e-01      4.01e-03    3.8e-08
1773900      1.23e-01      3.88e-03    3.8e-08
1774000      1.43e-01      4.54e-03    3.8e-08
1774100      1.22e-01      3.86e-03    3.8e-08
1774200      1.49e-01      4.72e-03    3.8e-08
1774300      1.25e-01      3.97e-03    3.8e-08
1774400      1.28e-01      4.04e-03    3.8e-08
1774500      1.34e-01      4.25e-03    3.8e-08
1774600      1.36e-01      4.30e-03    3.8e-08
1774700      1.41e-01      4.47e-03    3.8e-08
1774800      1.09e-01      3.46e-03    3.8e-08
1774900      1.28e-01      4.04e-03    3.8e-08
1775000      1.40e-01      4.43e-03    3.7e-08
1775100      1.15e-01      3.64e-03    3.7e-08
1775200      1.28e-01      4.04e-03    3.7e-08
1775300      1.29e-01      4.09e-03    3.7e-08
1775400      1.20e-01      3.79e-03    3.7e-08
1775500      1.49e-01      4.70e-03    3.7e-08
1775600      1.10e-01      3.48e-03    3.7e-08
1775700      1.16e-01      3.67e-03    3.7e-08
1775800      1.35e-01      4.28e-03    3.7e-08
1775900      1.24e-01      3.92e-03    3.7e-08
1776000      1.43e-01      4.54e-03    3.7e-08
1776100      1.30e-01      4.11e-03    3.7e-08
1776200      1.15e-01      3.65e-03    3.7e-08
1776300      1.10e-01      3.46e-03    3.7e-08
1776400      1.47e-01      4.64e-03    3.7e-08
1776500      1.51e-01      4.77e-03    3.7e-08
1776600      1.42e-01      4.50e-03    3.7e-08
1776700      1.56e-01      4.94e-03    3.7e-08
1776800      1.08e-01      3.43e-03    3.7e-08
1776900      1.24e-01      3.91e-03    3.7e-08
1777000      9.27e-02      2.93e-03    3.7e-08
1777100      1.30e-01      4.11e-03    3.7e-08
1777200      1.38e-01      4.36e-03    3.7e-08
1777300      1.22e-01      3.87e-03    3.7e-08
1777400      1.46e-01      4.62e-03    3.7e-08
1777500      1.12e-01      3.56e-03    3.7e-08
1777600      1.23e-01      3.89e-03    3.7e-08
1777700      1.48e-01      4.67e-03    3.7e-08
1777800      1.42e-01      4.49e-03    3.7e-08
1777900      1.24e-01      3.93e-03    3.7e-08
1778000      1.05e-01      3.30e-03    3.7e-08
1778100      1.46e-01      4.63e-03    3.7e-08
1778200      1.54e-01      4.86e-03    3.7e-08
1778300      1.40e-01      4.43e-03    3.7e-08
1778400      1.16e-01      3.65e-03    3.7e-08
1778500      1.37e-01      4.32e-03    3.7e-08
1778600      1.45e-01      4.59e-03    3.7e-08
1778700      1.32e-01      4.19e-03    3.7e-08
1778800      1.43e-01      4.52e-03    3.7e-08
1778900      1.25e-01      3.96e-03    3.7e-08
1779000      1.07e-01      3.39e-03    3.7e-08
1779100      1.21e-01      3.82e-03    3.7e-08
1779200      1.29e-01      4.09e-03    3.7e-08
1779300      1.26e-01      3.99e-03    3.7e-08
1779400      1.24e-01      3.93e-03    3.7e-08
1779500      1.31e-01      4.14e-03    3.7e-08
1779600      1.48e-01      4.68e-03    3.7e-08
1779700      1.50e-01      4.75e-03    3.7e-08
1779800      1.13e-01      3.57e-03    3.7e-08
1779900      1.35e-01      4.27e-03    3.7e-08
1780000      1.36e-01      4.31e-03    3.5e-08
1780100      1.47e-01      4.65e-03    3.5e-08
1780200      1.35e-01      4.27e-03    3.5e-08
1780300      1.18e-01      3.74e-03    3.5e-08
1780400      1.18e-01      3.73e-03    3.5e-08
1780500      1.15e-01      3.64e-03    3.5e-08
1780600      1.24e-01      3.93e-03    3.5e-08
1780700      1.25e-01      3.95e-03    3.5e-08
1780800      1.39e-01      4.40e-03    3.5e-08
1780900      1.17e-01      3.69e-03    3.5e-08
1781000      1.43e-01      4.52e-03    3.5e-08
1781100      1.30e-01      4.12e-03    3.5e-08
1781200      1.36e-01      4.30e-03    3.5e-08
1781300      1.31e-01      4.16e-03    3.5e-08
1781400      1.47e-01      4.64e-03    3.5e-08
1781500      1.36e-01      4.31e-03    3.5e-08
1781600      1.42e-01      4.48e-03    3.5e-08
1781700      9.86e-02      3.12e-03    3.5e-08
1781800      1.38e-01      4.35e-03    3.5e-08
1781900      1.13e-01      3.57e-03    3.5e-08
1782000      1.11e-01      3.51e-03    3.5e-08
1782100      1.37e-01      4.35e-03    3.5e-08
1782200      1.24e-01      3.94e-03    3.5e-08
1782300      1.33e-01      4.22e-03    3.5e-08
1782400      1.35e-01      4.28e-03    3.5e-08
1782500      1.49e-01      4.72e-03    3.5e-08
1782600      1.41e-01      4.45e-03    3.5e-08
