# step       rmse_trn    rmse_e_trn    rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1888700      2.68e-02      3.72e-05      2.66e-02    1.9e-08
1888800      2.95e-02      3.73e-04      2.83e-02    1.9e-08
1888900      2.80e-02      1.28e-04      2.77e-02    1.9e-08
1889000      3.06e-02      2.56e-04      2.99e-02    1.9e-08
1889100      2.70e-02      3.71e-04      2.58e-02    1.9e-08
1889200      2.89e-02      2.11e-04      2.83e-02    1.9e-08
1889300      3.01e-02      5.47e-06      2.98e-02    1.9e-08
1889400      2.73e-02      3.70e-04      2.61e-02    1.9e-08
1889500      2.69e-02      2.42e-04      2.62e-02    1.9e-08
1889600      2.63e-02      2.87e-04      2.55e-02    1.9e-08
1889700      3.00e-02      7.01e-04      2.64e-02    1.9e-08
1889800      3.11e-02      5.16e-04      2.92e-02    1.9e-08
1889900      2.93e-02      1.16e-04      2.89e-02    1.9e-08
1890000      2.97e-02      1.87e-04      2.92e-02    1.9e-08
1890100      2.88e-02      2.12e-04      2.83e-02    1.9e-08
1890200      2.95e-02      2.00e-05      2.92e-02    1.9e-08
1890300      3.02e-02      1.05e-04      2.99e-02    1.9e-08
1890400      2.78e-02      1.59e-04      2.74e-02    1.9e-08
1890500      3.02e-02      1.21e-04      2.98e-02    1.9e-08
1890600      2.80e-02      4.98e-05      2.78e-02    1.9e-08
1890700      2.93e-02      1.75e-04      2.88e-02    1.9e-08
1890800      2.96e-02      1.58e-04      2.92e-02    1.9e-08
1890900      2.89e-02      1.61e-04      2.84e-02    1.9e-08
1891000      3.01e-02      4.51e-04      2.85e-02    1.9e-08
1891100      2.90e-02      9.57e-05      2.87e-02    1.9e-08
1891200      3.01e-02      4.24e-04      2.87e-02    1.9e-08
1891300      2.69e-02      3.28e-04      2.58e-02    1.9e-08
1891400      2.57e-02      7.84e-05      2.54e-02    1.9e-08
1891500      2.92e-02      8.87e-05      2.89e-02    1.9e-08
1891600      2.77e-02      2.41e-05      2.75e-02    1.9e-08
1891700      3.41e-02      2.51e-04      3.34e-02    1.9e-08
1891800      3.02e-02      2.05e-04      2.97e-02    1.9e-08
1891900      2.72e-02      3.17e-05      2.70e-02    1.9e-08
1892000      3.16e-02      5.27e-04      2.96e-02    1.9e-08
1892100      3.07e-02      5.55e-04      2.84e-02    1.9e-08
1892200      2.73e-02      1.08e-04      2.70e-02    1.9e-08
1892300      2.88e-02      2.57e-04      2.81e-02    1.9e-08
1892400      2.71e-02      2.87e-04      2.63e-02    1.9e-08
1892500      3.09e-02      4.41e-04      2.94e-02    1.9e-08
1892600      2.83e-02      1.48e-04      2.79e-02    1.9e-08
1892700      2.84e-02      2.41e-05      2.82e-02    1.9e-08
1892800      3.01e-02      2.63e-04      2.94e-02    1.9e-08
1892900      2.73e-02      1.32e-04      2.69e-02    1.9e-08
1893000      2.69e-02      8.61e-05      2.66e-02    1.9e-08
1893100      2.61e-02      1.59e-04      2.57e-02    1.9e-08
1893200      3.07e-02      4.45e-04      2.91e-02    1.9e-08
1893300      2.84e-02      2.02e-04      2.78e-02    1.9e-08
1893400      2.97e-02      1.50e-04      2.93e-02    1.9e-08
1893500      3.04e-02      3.42e-04      2.94e-02    1.9e-08
1893600      2.72e-02      2.38e-04      2.66e-02    1.9e-08
1893700      2.55e-02      1.05e-05      2.52e-02    1.9e-08
1893800      3.00e-02      6.34e-04      2.70e-02    1.9e-08
1893900      2.82e-02      3.57e-04      2.71e-02    1.9e-08
1894000      3.00e-02      4.61e-05      2.97e-02    1.9e-08
1894100      2.80e-02      4.80e-04      2.61e-02    1.9e-08
1894200      3.15e-02      3.00e-04      3.07e-02    1.9e-08
1894300      3.24e-02      1.36e-04      3.20e-02    1.9e-08
1894400      3.22e-02      1.18e-04      3.18e-02    1.9e-08
1894500      3.07e-02      2.62e-04      3.00e-02    1.9e-08
1894600      3.03e-02      1.27e-04      2.99e-02    1.9e-08
1894700      3.19e-02      4.87e-04      3.02e-02    1.9e-08
1894800      2.97e-02      1.47e-04      2.93e-02    1.9e-08
1894900      2.75e-02      3.39e-05      2.72e-02    1.9e-08
1895000      2.83e-02      1.02e-04      2.80e-02    1.8e-08
1895100      2.86e-02      4.31e-04      2.71e-02    1.8e-08
1895200      2.91e-02      4.43e-05      2.88e-02    1.8e-08
1895300      3.29e-02      4.17e-04      3.16e-02    1.8e-08
1895400      2.78e-02      1.42e-04      2.74e-02    1.8e-08
1895500      3.04e-02      6.08e-04      2.77e-02    1.8e-08
1895600      3.05e-02      4.33e-04      2.90e-02    1.8e-08
1895700      3.11e-02      1.08e-04      3.08e-02    1.8e-08
1895800      2.68e-02      4.54e-05      2.65e-02    1.8e-08
1895900      3.09e-02      1.12e-04      3.06e-02    1.8e-08
1896000      3.22e-02      7.01e-05      3.19e-02    1.8e-08
1896100      2.81e-02      9.83e-05      2.78e-02    1.8e-08
1896200      3.13e-02      3.40e-04      3.03e-02    1.8e-08
1896300      2.78e-02      2.06e-06      2.75e-02    1.8e-08
1896400      3.23e-02      2.24e-04      3.17e-02    1.8e-08
1896500      3.20e-02      2.05e-04      3.14e-02    1.8e-08
1896600      2.81e-02      1.56e-04      2.77e-02    1.8e-08
1896700      2.99e-02      1.29e-04      2.95e-02    1.8e-08
1896800      2.87e-02      6.61e-05      2.84e-02    1.8e-08
1896900      3.10e-02      4.34e-04      2.96e-02    1.8e-08
1897000      2.88e-02      1.12e-04      2.85e-02    1.8e-08
1897100      3.14e-02      3.84e-04      3.02e-02    1.8e-08
1897200      2.50e-02      1.01e-04      2.47e-02    1.8e-08
1897300      2.79e-02      3.04e-04      2.70e-02    1.8e-08
1897400      2.85e-02      4.94e-05      2.82e-02    1.8e-08
1897500      2.66e-02      2.06e-04      2.60e-02    1.8e-08
1897600      3.23e-02      3.26e-05      3.20e-02    1.8e-08
1897700      2.70e-02      3.36e-04      2.60e-02    1.8e-08
1897800      2.98e-02      2.62e-04      2.91e-02    1.8e-08
1897900      2.94e-02      1.06e-04      2.91e-02    1.8e-08
1898000      2.80e-02      2.35e-04      2.74e-02    1.8e-08
1898100      2.84e-02      1.52e-04      2.79e-02    1.8e-08
1898200      2.92e-02      3.55e-04      2.81e-02    1.8e-08
1898300      2.85e-02      1.77e-04      2.80e-02    1.8e-08
1898400      2.86e-02      3.51e-04      2.75e-02    1.8e-08
1898500      3.12e-02      7.30e-05      3.08e-02    1.8e-08
1898600      2.63e-02      3.94e-05      2.61e-02    1.8e-08
1898700      2.84e-02      2.24e-04      2.78e-02    1.8e-08
1898800      2.68e-02      1.69e-04      2.63e-02    1.8e-08
1898900      3.01e-02      7.75e-05      2.98e-02    1.8e-08
1899000      2.80e-02      4.03e-04      2.66e-02    1.8e-08
1899100      2.69e-02      1.11e-04      2.66e-02    1.8e-08
1899200      2.90e-02      4.80e-04      2.72e-02    1.8e-08
1899300      2.71e-02      8.86e-06      2.69e-02    1.8e-08
1899400      3.07e-02      4.40e-05      3.04e-02    1.8e-08
1899500      2.87e-02      4.88e-04      2.69e-02    1.8e-08
1899600      2.70e-02      2.05e-04      2.65e-02    1.8e-08
1899700      3.05e-02      5.23e-05      3.02e-02    1.8e-08
1899800      2.71e-02      1.94e-04      2.66e-02    1.8e-08
1899900      2.78e-02      4.91e-04      2.58e-02    1.8e-08
1900000      3.12e-02      3.79e-04      3.01e-02    1.8e-08
1900100      2.90e-02      2.70e-04      2.82e-02    1.8e-08
1900200      3.21e-02      1.05e-04      3.18e-02    1.8e-08
1900300      2.71e-02      2.58e-04      2.64e-02    1.8e-08
1900400      2.78e-02      1.14e-04      2.75e-02    1.8e-08
1900500      2.71e-02      2.20e-04      2.65e-02    1.8e-08
1900600      2.75e-02      3.80e-04      2.63e-02    1.8e-08
1900700      3.31e-02      2.36e-04      3.24e-02    1.8e-08
1900800      2.82e-02      3.33e-04      2.72e-02    1.8e-08
1900900      2.73e-02      1.89e-04      2.68e-02    1.8e-08
1901000      2.77e-02      2.12e-04      2.71e-02    1.8e-08
1901100      3.00e-02      4.82e-04      2.82e-02    1.8e-08
1901200      2.79e-02      3.21e-04      2.69e-02    1.8e-08
1901300      2.90e-02      1.53e-04      2.86e-02    1.8e-08
1901400      2.90e-02      2.35e-05      2.88e-02    1.8e-08
1901500      2.81e-02      5.07e-05      2.78e-02    1.8e-08
1901600      2.84e-02      6.75e-05      2.81e-02    1.8e-08
1901700      2.63e-02      1.81e-04      2.58e-02    1.8e-08
1901800      2.82e-02      3.49e-04      2.71e-02    1.8e-08
1901900      3.42e-02      3.10e-04      3.34e-02    1.8e-08
1902000      2.96e-02      4.09e-04      2.83e-02    1.8e-08
1902100      3.08e-02      4.78e-04      2.91e-02    1.8e-08
1902200      2.76e-02      2.78e-04      2.68e-02    1.8e-08
1902300      3.44e-02      7.81e-04      3.06e-02    1.8e-08
1902400      2.81e-02      1.58e-05      2.79e-02    1.8e-08
1902500      2.50e-02      2.39e-04      2.43e-02    1.8e-08
1902600      2.77e-02      2.35e-04      2.71e-02    1.8e-08
1902700      2.91e-02      1.08e-04      2.88e-02    1.8e-08
1902800      2.70e-02      2.11e-04      2.64e-02    1.8e-08
1902900      3.00e-02      1.25e-04      2.96e-02    1.8e-08
1903000      2.83e-02      1.89e-04      2.78e-02    1.8e-08
1903100      3.01e-02      5.58e-05      2.99e-02    1.8e-08
1903200      3.08e-02      5.56e-04      2.86e-02    1.8e-08
1903300      2.89e-02      3.75e-04      2.77e-02    1.8e-08
1903400      2.47e-02      6.03e-05      2.44e-02    1.8e-08
1903500      3.11e-02      6.14e-05      3.08e-02    1.8e-08
1903600      2.75e-02      7.91e-05      2.72e-02    1.8e-08
1903700      2.68e-02      1.11e-05      2.65e-02    1.8e-08
1903800      2.99e-02      2.65e-04      2.92e-02    1.8e-08
1903900      2.89e-02      4.76e-04      2.71e-02    1.8e-08
1904000      2.83e-02      5.35e-04      2.60e-02    1.8e-08
1904100      3.12e-02      1.60e-04      3.08e-02    1.8e-08
1904200      2.72e-02      1.79e-05      2.69e-02    1.8e-08
1904300      3.53e-02      4.40e-04      3.39e-02    1.8e-08
1904400      2.77e-02      5.33e-05      2.74e-02    1.8e-08
1904500      2.76e-02      1.50e-04      2.72e-02    1.8e-08
1904600      2.74e-02      5.34e-05      2.71e-02    1.8e-08
1904700      2.96e-02      5.24e-05      2.93e-02    1.8e-08
1904800      2.97e-02      2.95e-04      2.89e-02    1.8e-08
1904900      2.78e-02      1.43e-04      2.74e-02    1.8e-08
1905000      2.91e-02      3.31e-04      2.82e-02    1.7e-08
1905100      2.86e-02      5.49e-05      2.83e-02    1.7e-08
1905200      2.69e-02      4.82e-04      2.49e-02    1.7e-08
1905300      2.99e-02      3.16e-04      2.90e-02    1.7e-08
1905400      2.96e-02      1.76e-04      2.92e-02    1.7e-08
1905500      2.70e-02      1.58e-04      2.65e-02    1.7e-08
1905600      3.21e-02      1.95e-04      3.16e-02    1.7e-08
1905700      2.66e-02      3.71e-04      2.53e-02    1.7e-08
1905800      2.64e-02      1.02e-04      2.61e-02    1.7e-08
1905900      2.93e-02      2.47e-04      2.86e-02    1.7e-08
1906000      2.80e-02      3.79e-04      2.68e-02    1.7e-08
1906100      2.79e-02      1.82e-05      2.76e-02    1.7e-08
1906200      3.02e-02      2.16e-04      2.97e-02    1.7e-08
1906300      2.57e-02      9.98e-05      2.54e-02    1.7e-08
1906400      2.99e-02      1.77e-04      2.94e-02    1.7e-08
1906500      3.15e-02      2.51e-04      3.08e-02    1.7e-08
1906600      2.74e-02      1.89e-04      2.69e-02    1.7e-08
1906700      3.27e-02      1.61e-04      3.22e-02    1.7e-08
1906800      2.78e-02      4.09e-04      2.64e-02    1.7e-08
1906900      2.96e-02      1.99e-04      2.91e-02    1.7e-08
1907000      2.54e-02      1.71e-04      2.49e-02    1.7e-08
1907100      2.71e-02      2.72e-04      2.64e-02    1.7e-08
1907200      2.63e-02      8.95e-05      2.60e-02    1.7e-08
1907300      3.23e-02      2.51e-04      3.17e-02    1.7e-08
1907400      2.78e-02      4.26e-04      2.63e-02    1.7e-08
1907500      2.82e-02      6.41e-05      2.79e-02    1.7e-08
1907600      2.88e-02      5.70e-04      2.63e-02    1.7e-08
1907700      2.65e-02      2.09e-04      2.60e-02    1.7e-08
1907800      2.85e-02      1.76e-04      2.81e-02    1.7e-08
1907900      2.91e-02      1.33e-04      2.87e-02    1.7e-08
1908000      2.83e-02      1.12e-04      2.80e-02    1.7e-08
1908100      2.61e-02      2.21e-05      2.59e-02    1.7e-08
1908200      2.85e-02      1.56e-05      2.82e-02    1.7e-08
1908300      3.39e-02      1.86e-05      3.36e-02    1.7e-08
1908400      3.09e-02      3.29e-04      2.99e-02    1.7e-08
1908500      3.13e-02      3.45e-04      3.03e-02    1.7e-08
1908600      2.96e-02      3.15e-04      2.87e-02    1.7e-08
1908700      3.12e-02      4.41e-04      2.98e-02    1.7e-08
1908800      2.61e-02      9.82e-05      2.58e-02    1.7e-08
1908900      3.32e-02      4.16e-04      3.20e-02    1.7e-08
1909000      2.80e-02      6.84e-05      2.78e-02    1.7e-08
1909100      2.97e-02      2.90e-04      2.90e-02    1.7e-08
1909200      2.87e-02      2.85e-04      2.79e-02    1.7e-08
1909300      3.22e-02      2.03e-04      3.17e-02    1.7e-08
1909400      2.98e-02      3.77e-04      2.86e-02    1.7e-08
1909500      2.73e-02      1.70e-04      2.69e-02    1.7e-08
1909600      2.93e-02      1.84e-04      2.88e-02    1.7e-08
1909700      3.15e-02      4.82e-04      2.98e-02    1.7e-08
1909800      2.79e-02      3.40e-05      2.77e-02    1.7e-08
1909900      2.97e-02      1.93e-04      2.93e-02    1.7e-08
1910000      3.02e-02      1.37e-04      2.98e-02    1.7e-08
1910100      2.68e-02      2.51e-04      2.61e-02    1.7e-08
1910200      3.02e-02      1.11e-04      2.99e-02    1.7e-08
1910300      2.84e-02      1.00e-04      2.81e-02    1.7e-08
1910400      2.63e-02      3.11e-04      2.54e-02    1.7e-08
1910500      2.57e-02      2.94e-04      2.49e-02    1.7e-08
1910600      3.08e-02      4.24e-04      2.95e-02    1.7e-08
1910700      2.75e-02      1.27e-04      2.72e-02    1.7e-08
1910800      2.58e-02      3.02e-04      2.49e-02    1.7e-08
1910900      3.05e-02      2.03e-06      3.02e-02    1.7e-08
1911000      2.78e-02      1.59e-04      2.74e-02    1.7e-08
1911100      3.03e-02      9.36e-05      3.00e-02    1.7e-08
1911200      3.11e-02      1.26e-04      3.08e-02    1.7e-08
1911300      2.91e-02      2.12e-04      2.85e-02    1.7e-08
1911400      2.67e-02      7.09e-05      2.65e-02    1.7e-08
1911500      2.98e-02      7.76e-05      2.96e-02    1.7e-08
1911600      2.69e-02      2.66e-04      2.61e-02    1.7e-08
1911700      2.87e-02      4.21e-04      2.72e-02    1.7e-08
1911800      2.98e-02      1.93e-04      2.93e-02    1.7e-08
1911900      3.39e-02      4.91e-05      3.36e-02    1.7e-08
1912000      3.04e-02      1.30e-04      3.00e-02    1.7e-08
1912100      2.68e-02      6.60e-05      2.66e-02    1.7e-08
1912200      2.66e-02      1.03e-04      2.63e-02    1.7e-08
1912300      2.60e-02      1.98e-05      2.58e-02    1.7e-08
1912400      2.84e-02      1.39e-04      2.81e-02    1.7e-08
1912500      2.72e-02      3.85e-05      2.70e-02    1.7e-08
1912600      2.89e-02      7.30e-05      2.86e-02    1.7e-08
1912700      2.69e-02      3.42e-05      2.67e-02    1.7e-08
1912800      2.91e-02      2.34e-04      2.85e-02    1.7e-08
1912900      2.80e-02      4.03e-04      2.66e-02    1.7e-08
1913000      2.63e-02      2.00e-05      2.60e-02    1.7e-08
1913100      2.72e-02      3.44e-04      2.61e-02    1.7e-08
1913200      2.64e-02      4.75e-06      2.62e-02    1.7e-08
1913300      3.34e-02      5.25e-04      3.15e-02    1.7e-08
1913400      3.00e-02      4.88e-05      2.98e-02    1.7e-08
1913500      2.74e-02      3.68e-04      2.62e-02    1.7e-08
1913600      2.81e-02      1.77e-04      2.76e-02    1.7e-08
1913700      2.98e-02      2.25e-04      2.92e-02    1.7e-08
1913800      2.57e-02      7.22e-05      2.55e-02    1.7e-08
1913900      2.85e-02      3.55e-04      2.74e-02    1.7e-08
1914000      2.77e-02      2.45e-04      2.71e-02    1.7e-08
1914100      2.52e-02      7.65e-05      2.49e-02    1.7e-08
1914200      2.56e-02      1.28e-04      2.53e-02    1.7e-08
1914300      2.87e-02      4.36e-04      2.72e-02    1.7e-08
1914400      2.91e-02      3.37e-04      2.81e-02    1.7e-08
1914500      2.91e-02      3.51e-04      2.80e-02    1.7e-08
1914600      2.65e-02      1.33e-04      2.62e-02    1.7e-08
1914700      2.94e-02      1.91e-04      2.89e-02    1.7e-08
1914800      2.91e-02      1.92e-04      2.86e-02    1.7e-08
1914900      2.54e-02      8.87e-05      2.51e-02    1.7e-08
1915000      2.77e-02      2.78e-04      2.69e-02    1.6e-08
1915100      2.95e-02      5.15e-05      2.92e-02    1.6e-08
1915200      3.20e-02      1.70e-04      3.16e-02    1.6e-08
1915300      2.77e-02      1.76e-04      2.73e-02    1.6e-08
1915400      2.74e-02      5.47e-05      2.72e-02    1.6e-08
1915500      3.06e-02      1.75e-04      3.01e-02    1.6e-08
1915600      2.90e-02      1.45e-04      2.87e-02    1.6e-08
1915700      3.11e-02      3.43e-04      3.02e-02    1.6e-08
1915800      2.71e-02      2.25e-04      2.65e-02    1.6e-08
1915900      3.00e-02      2.71e-04      2.93e-02    1.6e-08
1916000      2.77e-02      3.98e-05      2.75e-02    1.6e-08
1916100      2.97e-02      2.38e-04      2.91e-02    1.6e-08
1916200      2.78e-02      3.36e-04      2.67e-02    1.6e-08
1916300      3.42e-02      2.77e-04      3.35e-02    1.6e-08
1916400      2.83e-02      4.32e-04      2.68e-02    1.6e-08
1916500      2.75e-02      2.21e-05      2.73e-02    1.6e-08
1916600      2.59e-02      4.19e-05      2.57e-02    1.6e-08
1916700      2.89e-02      3.08e-04      2.81e-02    1.6e-08
1916800      2.75e-02      1.66e-04      2.71e-02    1.6e-08
1916900      2.89e-02      1.08e-04      2.86e-02    1.6e-08
1917000      3.15e-02      1.39e-04      3.11e-02    1.6e-08
1917100      2.80e-02      7.88e-05      2.77e-02    1.6e-08
1917200      3.01e-02      3.95e-04      2.88e-02    1.6e-08
1917300      2.92e-02      6.44e-05      2.89e-02    1.6e-08
1917400      2.82e-02      5.83e-04      2.56e-02    1.6e-08
1917500      3.01e-02      1.18e-04      2.98e-02    1.6e-08
1917600      2.64e-02      1.09e-04      2.61e-02    1.6e-08
1917700      2.76e-02      9.47e-05      2.73e-02    1.6e-08
1917800      3.13e-02      5.34e-04      2.93e-02    1.6e-08
1917900      2.99e-02      2.20e-05      2.97e-02    1.6e-08
1918000      3.09e-02      3.66e-04      2.98e-02    1.6e-08
1918100      2.97e-02      9.90e-06      2.95e-02    1.6e-08
1918200      2.79e-02      2.25e-05      2.76e-02    1.6e-08
1918300      2.76e-02      3.91e-04      2.63e-02    1.6e-08
1918400      2.91e-02      1.19e-04      2.88e-02    1.6e-08
1918500      2.62e-02      1.90e-04      2.57e-02    1.6e-08
1918600      2.83e-02      5.32e-04      2.61e-02    1.6e-08
1918700      2.77e-02      6.21e-05      2.75e-02    1.6e-08
1918800      3.02e-02      1.31e-04      2.99e-02    1.6e-08
1918900      2.89e-02      1.52e-04      2.86e-02    1.6e-08
